id;idcor;authors;year;ref;doi;url;experiment.type;condition;stress;location;nb.site;names.s1;names.s2;names.s3;names.s4;names.s5;trace;lat.dms.s1;lat.dir.s1;long.dms.s1;long.dir.s1;lat.dms.s2;lat.dir.s2;long.dms.s2;long.dir.s2;lat.dms.s3;lat.dir.s3;long.dms.s3;long.dir.s3;lat.dms.s4;lat.dir.s4;long.dms.s4;long.dir.s4;lat.dms.s5;lat.dir.s5;long.dms.s5;long.dir.s5;life.form;veg.sp;veg.type;bio.scale;bio.scale.genera;nb.sp.reported;fitness;RGR.authors;RGR.min.authors;RGR.max.authors;RGR.unit.authors;RGR;RGR.min;RGR.max;RGR.unit;RGR.eq;RGR.dataset;RGR.dataset.period;trait.dataset;Traits.Dataset.period;RGR.stage;trait.stage;stage;stage.reported;stage.simi;trait.size.unit;measure.size;size.min;size.max;size.mean.range;trait.org;trait;trait.def;trait.min;trait.max;trait.unit;sample.size;relation.sign;coef.value.recorded;coef;coef.type
80;567;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SWR;SWR;stema weight ratio, stem mass:plant mass;NA;NA;NA;9;O;-0,25;-0,25;CoefCorR
80;568;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LAR;LAR;Leaf area ratio, leaf area:plant mass;10;38;m2.kg-1;9;P;0,93;0,93;CoefCorR
80;569;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LLS;LLS;Leaf Life Span;NA;NA;NA;9;P;0,95;0,95;CoefCorR
80;570;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LMR;LMR;leaf mass ratio leaf mass:plant mass;0,6;0,68;g.g-1;9;O;0,45;0,45;CoefCorR
80;571;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;NARmass;NARmass;Rate of dry mass increment per unit leaf mass;75;275;mg.g-1.d-1;9;P;0,99;0,99;CoefCorR
80;572;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;NARarea;NARarea;Rate of dry mass increment per unit leaf area;3,2;7,5;g.m-2.d-1;9;P;0,68;0,68;CoefCorR
80;573;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;RLR;RLR;Root lenght ratio;NA;NA;NA;9;P;0,92;0,92;CoefCorR
80;574;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Root:Shoot;Root:Shoot;Root shoot ratio;0,175;0,25;g.g-1;9;O;0,38;0,38;CoefCorR
80;575;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Seedmass;Seedmass;dry seed mass;0,0002;0,012;g;9;N;-0,84;-0,84;CoefCorR
80;576;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SLA;SLA;Specific leaf area;150;550;cm2.g-1;9;P;0,92;0,92;CoefCorR
80;577;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SRL;SRL;Specific root lenght;NA;NA;NA;9;P;0,92;0,92;CoefCorR
80;578;Reich.et.al;1998;Reich.et.al.1998a;10.1046/j.1365-2435.1998.00208.x;http://doi.wiley.com/10.1046/j.1365-2435.1998.00208.x;glasshouse;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);local;1998;local;1998a;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SWR;SWR;stema weight ratio, stem mass:plant mass;NA;NA;NA;9;O;-0,59;-0,59;CoefCorR
81;579;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Aarea;Aarea;Rate of CO2 assimilation per unit leaf area;NA;NA;µmol m-2.s-1;9;O;-0,08;-0,08;CoefCorR
81;580;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LAR;LAR;Leaf area ratio, leaf area:plant mass;12,5;47;m2.kg-1;9;P;0,98;0,98;CoefCorR
81;581;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LLS;LLS;Leaf Life Span;NA;NA;NA;9;P;0,99;0,99;CoefCorR
81;582;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LMR;LMR;leaf mass ratio leaf mass:plant mass;0,6;0,68;g.g-1;9;O;0,45;0,45;CoefCorR
81;583;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;NURlenght;NURlenght;Nitrogen uptake rate per unit root length per unit time ;NA;NA;NA;9;P;0,87;0,87;CoefCorR
81;584;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;RLR;RLR;Root lenght ratio;NA;NA;NA;9;P;0,98;0,98;CoefCorR
81;585;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Seedmass;Seedmass;dry seed mass;0,0002;0,012;g;9;N;-0,97;-0,97;CoefCorR
81;586;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SLA;SLA;Specific leaf area;225;700;cm2.g-1;9;P;0,97;0,97;CoefCorR
81;587;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SRL;SRL;Specific root lenght;NA;NA;NA;9;P;0,97;0,97;CoefCorR
81;588;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;ShR;ShR;Rate of shoot respiration;NA;NA;NA;6;P;0,97;0,97;CoefCorR
81;589;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Amass;Amass;Rate of CO2 assimilation per unit leaf mass;113,3;421,8;nmol.g-1.s-1;9;P;0,95;0,95;CoefCorR
81;590;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;RR;RR;Rate of root respiration;NA;NA;NA;5;P;0,9;0,9;CoefCorR
81;591;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_low;stressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);25;110;mg.g-1.d-1;RGR(Mi);9,125;40,15;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;NURmass;NURmass;Nitrogen uptake rate per unit root mass per unit time ;NA;NA;NA;9;P;0,92;0,92;CoefCorR
81;592;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Aarea;Aarea;Rate of CO2 assimilation per unit leaf area;NA;NA;µmol m-2.s-1;9;P;0,76;0,76;CoefCorR
81;593;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LAR;LAR;Leaf area ratio, leaf area:plant mass;10;38;m2.kg-1;9;P;0,91;0,91;CoefCorR
81;594;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LLS;LLS;Leaf Life Span;NA;NA;NA;9;P;0,94;0,94;CoefCorR
81;595;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;LMR;LMR;leaf mass ratio leaf mass:plant mass;0,6;0,68;g.g-1;9;O;-0,13;-0,13;CoefCorR
81;596;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;local;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;NURlenght;NURlenght;Nitrogen uptake rate per unit root length per unit time ;NA;NA;NA;9;P;0,79;0,79;CoefCorR
81;597;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;RLR;RLR;Root lenght ratio;NA;NA;NA;9;P;0,86;0,86;CoefCorR
81;598;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;Seedmass;Seedmass;dry seed mass;0,0002;0,012;g;9;N;-0,74;-0,74;CoefCorR
81;599;Reich.et.al;1998;Reich.et.al.1998b;10.1046/j.1365-2435.1998.00209.x;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.1998.00209.x/full;growth chamber;L_high;unstressed;US_Minnesota;1;University;NA;NA;NA;NA;point;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tree;;boreal and temperate deciduous forest;intersp;intersp;9;growth;RGR(Mi);50;180;mg.g-1.d-1;RGR(Mi);18,25;65,7;g.g-1.y-1;RGR = (ln Wt2-ln Wt1)/(t2-t1);Reich et al 1998a;1998;see Reich et al 1998a;1998;seedling;seedling;juvenile;y;Sim;A;age;0,167123288;0,167123288;0,167123288;SLA;SLA;Specific leaf area;150;550;cm2.g-1;9;P;0,92;0,92;CoefCorR
